Year,GeoAreaName,Type of occupation,Value
2008,Ukraine,PHYS,31.24
2008,Ukraine,PHAR,0.26
2009,Ukraine,PHAR,0.38
2009,Ukraine,PHYS,34.99
2009,Ukraine,DENT,6.47
2009,Ukraine,NURSMID,75.62
2010,Ukraine,NURSMID,74.90
2010,Ukraine,DENT,6.60
2010,Ukraine,PHYS,34.91
2010,Ukraine,PHAR,0.40
2011,Ukraine,DENT,6.65
2011,Ukraine,PHAR,0.39
2011,Ukraine,NURSMID,74.88
2011,Ukraine,PHYS,34.92
2012,Ukraine,PHYS,34.95
2012,Ukraine,NURSMID,75.21
2016,Switzerland,NURSMID,173.42
2016,Switzerland,PHYS,42.51
2016,Switzerland,DENT,5.04
2016,Switzerland,PHAR,7.00
2017,Switzerland,DENT,5.16
2017,Switzerland,PHAR,6.97
2017,Switzerland,PHYS,42.98
2017,Switzerland,NURSMID,175.44
2018,Switzerland,NURSMID,179.19
2012,Ukraine,PHAR,0.40
2012,Ukraine,DENT,6.76
2013,Ukraine,PHYS,34.95
2013,Ukraine,DENT,6.83
2013,Ukraine,NURSMID,75.67
2013,Ukraine,PHAR,0.41
2014,Ukraine,PHAR,0.34
2014,Ukraine,NURSMID,66.56
2014,Ukraine,DENT,5.97
2018,Switzerland,PHAR,6.91
2018,Switzerland,DENT,5.09
2018,Switzerland,PHYS,43.39
2019,Switzerland,DENT,4.06
2019,Switzerland,PHAR,6.73
2019,Switzerland,NURSMID,182.94
2019,Switzerland,PHYS,43.50
2020,Switzerland,PHYS,43.89
2020,Switzerland,NURSMID,187.12
2004,Czechia,PHAR,5.53
2004,Czechia,PHYS,34.99
2005,Czechia,PHYS,35.39
2005,Czechia,NURSMID,84.78
2005,Czechia,PHAR,5.60
2005,Czechia,DENT,6.72
2006,Czechia,PHAR,5.67
2006,Czechia,NURSMID,84.32
2006,Czechia,PHYS,35.51
2006,Czechia,DENT,6.73
2007,Czechia,PHYS,35.61
2007,Czechia,NURSMID,84.15
2007,Czechia,PHAR,5.60
2007,Czechia,DENT,6.72
2008,Czechia,DENT,6.72
2008,Czechia,PHAR,5.65
2008,Czechia,NURSMID,83.89
2008,Czechia,PHYS,35.57
2021,Switzerland,PHYS,44.43
2000,Tajikistan,PHAR,1.08
2000,Tajikistan,DENT,1.47
2000,Tajikistan,NURSMID,41.44
2000,Tajikistan,PHYS,21.52
2001,Tajikistan,NURSMID,38.40
2001,Tajikistan,DENT,1.44
2001,Tajikistan,PHAR,1.06
2001,Tajikistan,PHYS,20.94
2014,Ukraine,PHYS,29.90
2000,North Macedonia,PHYS,21.86
2000,North Macedonia,NURSMID,35.58
2000,North Macedonia,DENT,5.54
2000,North Macedonia,PHAR,1.53
2001,North Macedonia,NURSMID,35.57
2001,North Macedonia,DENT,5.48
2001,North Macedonia,PHYS,21.72
2001,North Macedonia,PHAR,1.51
2002,Tajikistan,PHYS,20.05
2002,Tajikistan,PHAR,1.04
2002,Tajikistan,DENT,1.46
2002,Tajikistan,NURSMID,37.92
2003,Tajikistan,NURSMID,34.95
2003,Tajikistan,DENT,1.40
2003,Tajikistan,PHAR,1.02
2003,Tajikistan,PHYS,19.02
2004,Tajikistan,PHYS,19.11
2004,Tajikistan,DENT,1.43
2004,Tajikistan,NURSMID,34.55
2005,Tajikistan,NURSMID,33.94
2005,Tajikistan,DENT,1.43
2005,Tajikistan,PHYS,19.15
2006,Tajikistan,DENT,1.40
2006,Tajikistan,NURSMID,34.40
2006,Tajikistan,PHYS,18.80
2007,Tajikistan,NURSMID,34.61
2007,Tajikistan,DENT,1.44
2007,Tajikistan,PHYS,18.63
2008,Tajikistan,PHYS,18.99
2008,Tajikistan,DENT,1.46
2008,Tajikistan,NURSMID,35.01
2009,Tajikistan,NURSMID,35.47
2009,Tajikistan,DENT,1.51
2009,Tajikistan,PHYS,16.21
2010,Tajikistan,PHYS,16.77
2002,North Macedonia,PHYS,22.15
2002,North Macedonia,DENT,5.73
2002,North Macedonia,NURSMID,36.95
2002,North Macedonia,PHAR,1.56
2003,North Macedonia,PHAR,1.54
2003,North Macedonia,NURSMID,34.93
2003,North Macedonia,DENT,5.47
2003,North Macedonia,PHYS,21.48
2004,North Macedonia,PHYS,21.63
2010,Tajikistan,DENT,1.62
2010,Tajikistan,NURSMID,39.02
2011,Tajikistan,NURSMID,40.11
2011,Tajikistan,DENT,1.57
2011,Tajikistan,PHYS,17.02
2012,Tajikistan,PHYS,17.09
2012,Tajikistan,DENT,1.53
2012,Tajikistan,NURSMID,43.51
2013,Tajikistan,PHYS,16.93
2004,North Macedonia,DENT,5.46
2004,North Macedonia,NURSMID,35.00
2004,North Macedonia,PHAR,1.55
2005,North Macedonia,PHYS,21.13
2005,North Macedonia,NURSMID,33.73
2005,North Macedonia,DENT,6.62
2006,North Macedonia,DENT,5.65
2006,North Macedonia,NURSMID,34.29
2006,North Macedonia,PHYS,24.92
2009,Czechia,PHYS,35.84
2009,Czechia,NURSMID,85.28
2009,Czechia,PHAR,5.68
2009,Czechia,DENT,6.81
2010,Czechia,DENT,6.94
2010,Czechia,PHAR,5.79
2010,Czechia,NURSMID,85.27
2010,Czechia,PHYS,35.99
2011,Czechia,DENT,7.08
2007,North Macedonia,NURSMID,37.02
2007,North Macedonia,DENT,6.29
2007,North Macedonia,PHYS,24.25
2008,North Macedonia,DENT,6.62
2008,North Macedonia,NURSMID,39.70
2008,North Macedonia,PHYS,25.71
2008,North Macedonia,PHAR,3.11
2009,North Macedonia,PHAR,3.25
2009,North Macedonia,PHYS,25.67
2011,Czechia,PHYS,36.37
2011,Czechia,PHAR,5.93
2011,Czechia,NURSMID,84.61
2012,Czechia,DENT,7.10
2012,Czechia,NURSMID,84.83
2012,Czechia,PHAR,6.02
2012,Czechia,PHYS,36.75
2013,Czechia,PHYS,36.88
2013,Czechia,PHAR,6.07
2009,North Macedonia,NURSMID,40.55
2009,North Macedonia,DENT,6.82
2010,North Macedonia,NURSMID,41.46
2010,North Macedonia,PHYS,26.46
2010,North Macedonia,PHAR,3.31
2010,North Macedonia,DENT,7.64
2011,North Macedonia,PHAR,3.73
2011,North Macedonia,PHYS,26.94
2011,North Macedonia,NURSMID,41.42
2013,Czechia,NURSMID,84.10
2013,Czechia,DENT,7.06
2014,Czechia,PHAR,6.39
2014,Czechia,DENT,7.52
2014,Czechia,NURSMID,83.47
2015,Czechia,DENT,8.04
2015,Czechia,PHAR,6.62
2015,Czechia,NURSMID,84.33
2016,Czechia,NURSMID,83.31
2011,North Macedonia,DENT,7.73
2012,North Macedonia,DENT,7.87
2012,North Macedonia,NURSMID,41.01
2012,North Macedonia,PHYS,27.41
2012,North Macedonia,PHAR,4.23
2013,North Macedonia,PHAR,4.42
2013,North Macedonia,DENT,8.11
2013,North Macedonia,PHYS,27.61
2013,North Macedonia,NURSMID,41.52
2016,Czechia,PHAR,6.81
2016,Czechia,DENT,7.56
2017,Czechia,PHAR,6.94
2017,Czechia,DENT,7.52
2017,Czechia,NURSMID,89.28
2018,Czechia,PHAR,6.97
2018,Czechia,NURSMID,89.89
2018,Czechia,PHYS,40.74
2018,Czechia,DENT,7.45
2019,Czechia,PHYS,41.19
2019,Czechia,NURSMID,90.63
2019,Czechia,PHAR,7.29
2019,Czechia,DENT,7.43
2020,Czechia,DENT,7.52
2020,Czechia,NURSMID,92.03
2020,Czechia,PHYS,41.60
2020,Czechia,PHAR,7.21
2021,Czechia,PHYS,54.69
2000,Denmark,DENT,8.58
2000,Denmark,PHAR,4.08
2000,Denmark,NURSMID,95.41
2000,Denmark,PHYS,29.12
2001,Denmark,NURSMID,95.73
2001,Denmark,PHAR,4.35
2001,Denmark,DENT,8.60
2001,Denmark,PHYS,29.32
2002,Denmark,DENT,8.51
2002,Denmark,PHAR,4.39
2002,Denmark,NURSMID,96.83
2002,Denmark,PHYS,30.35
2003,Denmark,PHYS,30.78
2003,Denmark,PHAR,4.47
2003,Denmark,NURSMID,95.18
2003,Denmark,DENT,8.52
2004,Denmark,DENT,8.55
2004,Denmark,NURSMID,96.66
2004,Denmark,PHAR,4.35
2004,Denmark,PHYS,32.20
2005,Denmark,PHYS,33.24
2005,Denmark,NURSMID,98.02
2005,Denmark,PHAR,4.60
2005,Denmark,DENT,8.54
2006,Denmark,PHYS,34.11
2006,Denmark,NURSMID,97.66
2006,Denmark,DENT,8.48
2015,North Macedonia,NURSMID,37.40
2015,North Macedonia,PHYS,28.34
2015,North Macedonia,DENT,8.65
2000,Uzbekistan,NURSMID,108.34
2000,Uzbekistan,DENT,2.05
2000,Uzbekistan,PHYS,29.44
2000,Uzbekistan,PHAR,0.27
2001,Uzbekistan,DENT,2.09
2001,Uzbekistan,NURSMID,108.17
2006,Denmark,PHAR,4.58
2007,Denmark,PHYS,34.47
2007,Denmark,PHAR,4.55
2007,Denmark,DENT,8.37
2007,Denmark,NURSMID,95.24
2008,Denmark,NURSMID,98.08
2008,Denmark,DENT,8.20
2008,Denmark,PHAR,4.52
2008,Denmark,PHYS,35.73
2001,Uzbekistan,PHAR,0.27
2001,Uzbekistan,PHYS,28.93
2002,Uzbekistan,PHYS,28.29
2002,Uzbekistan,PHAR,0.30
2002,Uzbekistan,NURSMID,107.77
2002,Uzbekistan,DENT,2.10
2003,Uzbekistan,NURSMID,107.10
2003,Uzbekistan,PHAR,0.30
2003,Uzbekistan,PHYS,27.65
2009,Denmark,PHAR,4.54
2009,Denmark,NURSMID,100.74
2009,Denmark,PHYS,36.48
2009,Denmark,DENT,8.06
2010,Denmark,NURSMID,101.05
2010,Denmark,DENT,8.19
2010,Denmark,PHAR,4.73
2010,Denmark,PHYS,37.24
2011,Denmark,PHYS,37.85
2003,Uzbekistan,DENT,2.07
2004,Uzbekistan,PHYS,27.05
2004,Uzbekistan,PHAR,0.30
2004,Uzbekistan,NURSMID,106.26
2004,Uzbekistan,DENT,2.00
2005,Uzbekistan,DENT,1.96
2005,Uzbekistan,NURSMID,109.19
2005,Uzbekistan,PHAR,0.31
2005,Uzbekistan,PHYS,26.55
2011,Denmark,PHAR,4.82
2011,Denmark,NURSMID,101.56
2011,Denmark,DENT,8.02
2012,Denmark,NURSMID,102.48
2012,Denmark,PHAR,4.98
2012,Denmark,PHYS,38.31
2012,Denmark,DENT,7.95
2013,Denmark,PHYS,38.42
2013,Denmark,PHAR,5.07
2006,Uzbekistan,PHYS,26.39
2006,Uzbekistan,PHAR,0.27
2006,Uzbekistan,NURSMID,107.37
2006,Uzbekistan,DENT,1.78
2007,Uzbekistan,DENT,1.74
2007,Uzbekistan,NURSMID,108.31
2007,Uzbekistan,PHAR,0.33
2007,Uzbekistan,PHYS,26.23
2008,Uzbekistan,NURSMID,110.94
2008,Uzbekistan,PHYS,25.95
2008,Uzbekistan,PHAR,0.34
2008,Uzbekistan,DENT,1.63
2009,Uzbekistan,NURSMID,111.32
2009,Uzbekistan,DENT,1.59
2009,Uzbekistan,PHAR,0.35
2009,Uzbekistan,PHYS,25.61
2010,Uzbekistan,PHYS,25.35
2010,Uzbekistan,DENT,1.64
2013,Denmark,NURSMID,102.56
2013,Denmark,DENT,7.81
2014,Denmark,NURSMID,102.46
2014,Denmark,DENT,7.69
2014,Denmark,PHAR,5.10
2014,Denmark,PHYS,38.72
2015,Denmark,PHYS,39.34
2015,Denmark,PHAR,5.16
2015,Denmark,DENT,7.61
2015,Denmark,NURSMID,102.61
2016,Denmark,NURSMID,103.28
2016,Denmark,DENT,7.45
2016,Denmark,PHAR,5.22
2016,Denmark,PHYS,40.13
2017,Denmark,NURSMID,104.30
2017,Denmark,PHYS,41.29
2017,Denmark,PHAR,5.34
2017,Denmark,DENT,7.22
2010,Uzbekistan,NURSMID,113.40
2010,Uzbekistan,PHAR,0.38
2011,Uzbekistan,PHYS,24.97
2011,Uzbekistan,NURSMID,113.93
2011,Uzbekistan,DENT,1.67
2011,Uzbekistan,PHAR,0.37
2012,Uzbekistan,NURSMID,113.76
2012,Uzbekistan,PHYS,24.41
2012,Uzbekistan,PHAR,0.38
2012,Uzbekistan,DENT,1.60
2013,Uzbekistan,DENT,1.59
2013,Uzbekistan,PHAR,0.38
2013,Uzbekistan,NURSMID,113.14
2013,Uzbekistan,PHYS,24.02
2014,Uzbekistan,NURSMID,112.73
2014,Uzbekistan,PHAR,0.41
2014,Uzbekistan,DENT,1.49
2014,Uzbekistan,PHYS,23.73
2018,Denmark,NURSMID,105.09
2018,Denmark,DENT,7.22
2018,Denmark,PHAR,5.43
2018,Denmark,PHYS,42.15
2019,Denmark,PHYS,42.64
2019,Denmark,PHAR,4.45
2019,Denmark,DENT,7.23
2019,Denmark,NURSMID,105.40
2000,Estonia,PHYS,29.42
2000,Estonia,NURSMID,61.99
2000,Estonia,DENT,7.54
2000,Estonia,PHAR,5.83
2001,Estonia,NURSMID,61.26
2001,Estonia,PHYS,27.83
2001,Estonia,DENT,8.08
2001,Estonia,PHAR,5.76
2002,Estonia,PHYS,29.65
2002,Estonia,NURSMID,63.20
2002,Estonia,DENT,7.82
2002,Estonia,PHAR,5.47
2003,Estonia,PHAR,5.66
2003,Estonia,DENT,8.22
2003,Estonia,NURSMID,64.31
2003,Estonia,PHYS,29.96
2004,Estonia,NURSMID,65.43
2004,Estonia,DENT,8.19
2004,Estonia,PHAR,6.19
2004,Estonia,PHYS,30.24
2005,Estonia,PHAR,6.27
2005,Estonia,DENT,8.78
2005,Estonia,NURSMID,65.81
2005,Estonia,PHYS,31.42
2006,Estonia,NURSMID,66.13
2006,Estonia,PHYS,31.83
2006,Estonia,DENT,8.87
2006,Estonia,PHAR,6.02
2007,Estonia,PHAR,6.51
2007,Estonia,DENT,8.68
2007,Estonia,NURSMID,67.02
2007,Estonia,PHYS,32.60
2008,Estonia,PHYS,33.43
2008,Estonia,NURSMID,67.16
2008,Estonia,DENT,9.25
2008,Estonia,PHAR,6.45
2009,Estonia,PHYS,32.80
2009,Estonia,PHAR,6.42
2009,Estonia,DENT,8.96
2009,Estonia,NURSMID,64.48
2010,Estonia,PHYS,32.44
2010,Estonia,DENT,9.00
2010,Estonia,PHAR,6.32
2010,Estonia,NURSMID,64.02
2011,Estonia,PHAR,6.27
2011,Estonia,NURSMID,65.27
2011,Estonia,DENT,8.88
2011,Estonia,PHYS,32.94
2012,Estonia,DENT,9.04
2012,Estonia,PHAR,6.40
2012,Estonia,PHYS,32.83
2012,Estonia,NURSMID,64.60
2013,Estonia,PHAR,6.59
2013,Estonia,DENT,9.03
2013,Estonia,NURSMID,59.63
2013,Estonia,PHYS,33.35
2014,Estonia,PHYS,33.61
2014,Estonia,NURSMID,60.81
2014,Estonia,PHAR,6.72
2014,Estonia,DENT,9.30
2015,Estonia,DENT,9.42
2015,Estonia,NURSMID,63.55
2015,Estonia,PHYS,34.17
2015,Estonia,PHAR,7.21
2016,Estonia,PHYS,34.56
2016,Estonia,DENT,9.55
2016,Estonia,NURSMID,64.36
2016,Estonia,PHAR,7.32
2017,Estonia,PHAR,7.26
2017,Estonia,NURSMID,65.37
2017,Estonia,DENT,9.60
2017,Estonia,PHYS,34.68
2018,Estonia,PHYS,34.83
2018,Estonia,DENT,9.66
2018,Estonia,NURSMID,66.36
2018,Estonia,PHAR,7.22
2019,Estonia,NURSMID,66.01
2019,Estonia,DENT,9.82
2019,Estonia,PHAR,7.17
2019,Estonia,PHYS,34.69
2020,Estonia,PHAR,7.39
2020,Estonia,PHYS,38.63
2020,Estonia,DENT,10.15
2020,Estonia,NURSMID,75.76
2021,Estonia,NURSMID,111.79
2000,Finland,NURSMID,169.57
2000,Finland,PHAR,15.43
2000,Finland,DENT,9.71
2000,Finland,PHYS,24.99
2001,Finland,PHAR,15.72
2001,Finland,NURSMID,173.16
2001,Finland,PHYS,25.00
2001,Finland,DENT,9.66
2002,Finland,DENT,9.60
2002,Finland,PHYS,25.27
2002,Finland,NURSMID,176.79
2002,Finland,PHAR,15.97
2003,Finland,PHAR,16.46
2003,Finland,PHYS,25.64
2003,Finland,DENT,9.53
2003,Finland,NURSMID,179.15
2004,Finland,NURSMID,108.35
2004,Finland,DENT,7.93
2004,Finland,PHYS,36.53
2004,Finland,PHAR,10.20
2005,Finland,NURSMID,111.93
2005,Finland,PHAR,9.97
2005,Finland,PHYS,36.74
2005,Finland,DENT,7.79
2006,Finland,PHYS,36.90
2006,Finland,DENT,7.54
2006,Finland,NURSMID,115.66
2006,Finland,PHAR,10.03
2007,Finland,PHAR,10.16
2007,Finland,NURSMID,117.93
2007,Finland,DENT,7.44
2007,Finland,PHYS,37.29
2008,Finland,NURSMID,122.03
2008,Finland,PHAR,10.01
2008,Finland,PHYS,37.42
2008,Finland,DENT,7.56
2009,Finland,PHAR,10.02
2009,Finland,DENT,7.40
2009,Finland,PHYS,37.75
2009,Finland,NURSMID,123.99
2010,Finland,PHYS,34.40
2010,Finland,DENT,7.33
2010,Finland,PHAR,10.05
2010,Finland,NURSMID,123.68
2011,Finland,PHAR,9.99
2011,Finland,DENT,7.31
2011,Finland,PHYS,35.43
2011,Finland,NURSMID,125.85
2012,Finland,PHYS,35.56
2012,Finland,DENT,7.36
2012,Finland,PHAR,10.32
2012,Finland,NURSMID,128.68
2013,Finland,PHAR,10.31
2013,Finland,NURSMID,130.30
2013,Finland,DENT,7.20
2013,Finland,PHYS,33.87
2014,Finland,PHYS,34.48
2014,Finland,NURSMID,132.56
2014,Finland,PHAR,10.19
2014,Finland,DENT,7.29
2015,Finland,NURSMID,133.47
2015,Finland,PHAR,10.03
2015,Finland,DENT,7.31
2015,Finland,PHYS,34.21
2016,Finland,NURSMID,133.84
2016,Finland,PHYS,34.20
2016,Finland,DENT,7.27
2016,Finland,PHAR,10.14
2017,Finland,NURSMID,136.92
2017,Finland,PHAR,10.27
2017,Finland,DENT,7.18
2017,Finland,PHYS,34.61
2018,Finland,PHYS,34.80
2018,Finland,DENT,7.17
2018,Finland,PHAR,10.32
2018,Finland,NURSMID,139.94
2019,Finland,PHYS,42.96
2019,Finland,PHAR,19.82
2019,Finland,NURSMID,219.90
2019,Finland,DENT,9.78
2020,Finland,PHAR,20.12
2020,Finland,PHYS,43.25
2020,Finland,DENT,9.75
2020,Finland,NURSMID,223.20
2000,France,PHAR,10.45
2000,France,DENT,7.26
2000,France,NURSMID,71.56
2000,France,PHYS,33.75
2001,France,NURSMID,73.59
2001,France,DENT,7.23
2001,France,PHAR,10.69
2001,France,PHYS,34.08
2002,France,PHAR,10.94
2002,France,DENT,7.22
2002,France,PHYS,34.35
2002,France,NURSMID,75.43
2003,France,NURSMID,77.50
2003,France,PHYS,34.54
2003,France,DENT,7.22
2003,France,PHAR,11.10
2004,France,PHAR,11.42
2004,France,DENT,7.20
2004,France,NURSMID,79.64
2004,France,PHYS,34.73
2005,France,PHYS,34.76
2005,France,NURSMID,82.00
2005,France,DENT,7.20
2005,France,PHAR,11.68
2006,France,DENT,7.16
2006,France,PHAR,11.79
2006,France,NURSMID,84.00
2006,France,PHYS,34.69
2007,France,PHYS,34.49
2007,France,NURSMID,82.57
2007,France,PHAR,11.98
2007,France,DENT,7.11
2008,France,PHAR,12.07
2008,France,DENT,7.02
2008,France,NURSMID,85.41
2008,France,PHYS,34.43
2009,France,PHAR,12.15
2009,France,DENT,6.94
2009,France,PHYS,33.94
2009,France,NURSMID,88.32
2010,France,DENT,6.91
2010,France,PHAR,11.74
2010,France,NURSMID,90.75
2010,France,PHYS,33.97
2011,France,PHYS,31.72
2011,France,NURSMID,93.52
2011,France,PHAR,10.92
2011,France,DENT,6.40
2012,France,DENT,6.41
2012,France,NURSMID,97.65
2012,France,PHYS,31.88
2012,France,PHAR,11.01
2013,France,PHYS,32.09
2013,France,NURSMID,100.69
2013,France,DENT,6.46
2013,France,PHAR,11.00
2014,France,PHAR,11.03
2014,France,DENT,6.43
2014,France,NURSMID,103.77
2014,France,PHYS,32.25
2015,France,PHYS,32.40
2015,France,NURSMID,107.02
2015,France,PHAR,11.01
2015,France,DENT,6.46
2016,France,DENT,6.51
2016,France,PHAR,10.92
2016,France,NURSMID,110.04
2016,France,PHYS,32.55
2017,France,DENT,6.51
2017,France,NURSMID,112.84
2017,France,PHYS,32.75
2017,France,PHAR,10.80
2018,France,DENT,6.51
2018,France,PHAR,10.73
2018,France,PHYS,32.76
2018,France,NURSMID,115.98
2019,France,NURSMID,119.17
2019,France,PHYS,33.11
2019,France,PHAR,10.73
2019,France,DENT,6.61
2020,France,PHYS,33.24
2020,France,NURSMID,122.17
2020,France,DENT,6.65
2020,France,PHAR,10.64
2000,Georgia,DENT,3.53
2000,Georgia,PHAR,1.01
2000,Georgia,PHYS,39.24
2000,Georgia,NURSMID,48.08
2001,Georgia,NURSMID,44.66
2001,Georgia,PHYS,38.52
2001,Georgia,PHAR,0.95
2001,Georgia,DENT,3.22
2002,Georgia,NURSMID,44.71
2002,Georgia,DENT,3.46
2002,Georgia,PHAR,0.93
2002,Georgia,PHYS,39.92
2003,Georgia,PHYS,40.37
2003,Georgia,NURSMID,44.66
2003,Georgia,PHAR,0.93
2003,Georgia,DENT,3.50
2004,Georgia,PHAR,0.94
2004,Georgia,DENT,3.19
2004,Georgia,PHYS,40.27
2004,Georgia,NURSMID,44.12
2005,Georgia,DENT,3.45
2005,Georgia,PHAR,0.86
2005,Georgia,NURSMID,44.02
2005,Georgia,PHYS,40.56
2006,Georgia,PHAR,0.86
2006,Georgia,DENT,3.16
2006,Georgia,PHYS,41.20
2006,Georgia,NURSMID,42.54
2007,Georgia,PHYS,41.63
2007,Georgia,NURSMID,41.67
2007,Georgia,DENT,3.07
2007,Georgia,PHAR,0.85
2008,Georgia,DENT,3.01
2008,Georgia,NURSMID,42.04
2008,Georgia,PHYS,42.71
2008,Georgia,PHAR,0.82
2009,Georgia,PHYS,45.11
2009,Georgia,NURSMID,41.63
2009,Georgia,DENT,2.81
2009,Georgia,PHAR,0.89
2010,Georgia,PHAR,0.92
2010,Georgia,NURSMID,42.20
2010,Georgia,DENT,3.28
2010,Georgia,PHYS,47.51
2011,Georgia,PHYS,48.06
2011,Georgia,DENT,4.56
2011,Georgia,NURSMID,42.03
2011,Georgia,PHAR,0.87
2012,Georgia,DENT,5.28
2012,Georgia,PHAR,0.80
2012,Georgia,NURSMID,39.76
2012,Georgia,PHYS,47.93
2013,Georgia,DENT,5.33
2013,Georgia,PHYS,48.28
2013,Georgia,NURSMID,40.46
2013,Georgia,PHAR,0.91
2014,Georgia,DENT,5.70
2014,Georgia,NURSMID,40.85
2014,Georgia,PHAR,0.82
2014,Georgia,PHYS,51.06
2015,Georgia,PHYS,53.41
2015,Georgia,PHAR,0.84
2015,Georgia,NURSMID,42.87
2015,Georgia,DENT,6.55
2016,Georgia,PHAR,1.15
2016,Georgia,PHYS,63.86
2016,Georgia,DENT,6.80
2016,Georgia,NURSMID,42.60
2017,Georgia,PHYS,65.15
2017,Georgia,PHAR,1.32
2017,Georgia,NURSMID,51.61
2017,Georgia,DENT,6.55
2018,Georgia,DENT,8.09
2018,Georgia,NURSMID,50.18
2018,Georgia,PHAR,1.05
2018,Georgia,PHYS,75.55
2019,Georgia,PHAR,1.00
2019,Georgia,NURSMID,55.29
2019,Georgia,DENT,8.17
2019,Georgia,PHYS,75.03
2020,Georgia,DENT,6.54
2020,Georgia,NURSMID,60.13
2020,Georgia,PHYS,48.21
2021,Georgia,PHYS,54.05
2021,Georgia,NURSMID,58.75
2021,Georgia,DENT,6.56
2021,Georgia,PHAR,0.92
2000,Germany,NURSMID,88.53
2000,Germany,DENT,7.54
2000,Germany,PHYS,32.72
2000,Germany,PHAR,5.87
2001,Germany,PHYS,33.27
2001,Germany,DENT,7.61
2001,Germany,NURSMID,89.56
2001,Germany,PHAR,5.85
2002,Germany,PHAR,5.94
2002,Germany,DENT,7.64
2002,Germany,PHYS,33.64
2002,Germany,NURSMID,90.86
2003,Germany,NURSMID,92.94
2003,Germany,PHYS,34.01
2003,Germany,DENT,7.74
2003,Germany,PHAR,5.90
2004,Germany,PHAR,5.89
2004,Germany,DENT,7.80
2004,Germany,PHYS,34.26
2004,Germany,NURSMID,93.89
2005,Germany,PHYS,34.48
2005,Germany,NURSMID,95.55
2005,Germany,DENT,7.83
2005,Germany,PHAR,5.92
2006,Germany,DENT,7.87
2006,Germany,NURSMID,96.46
2006,Germany,PHYS,34.87
2006,Germany,PHAR,6.00
2007,Germany,PHAR,6.10
2007,Germany,PHYS,35.33
2007,Germany,NURSMID,97.80
2007,Germany,DENT,7.93
2008,Germany,PHYS,35.80
2008,Germany,PHAR,6.14
2008,Germany,DENT,8.00
2008,Germany,NURSMID,99.36
2009,Germany,PHAR,6.14
2009,Germany,PHYS,36.48
2009,Germany,DENT,8.09
2009,Germany,NURSMID,101.28
2010,Germany,DENT,8.17
2010,Germany,NURSMID,101.81
2010,Germany,PHYS,37.34
2010,Germany,PHAR,6.22
2011,Germany,DENT,8.23
2011,Germany,PHYS,38.22
2011,Germany,NURSMID,102.67
2011,Germany,PHAR,6.22
2012,Germany,NURSMID,103.26
2012,Germany,DENT,8.33
2012,Germany,PHYS,38.92
2012,Germany,PHAR,6.19
2013,Germany,PHAR,6.30
2013,Germany,DENT,8.38
2013,Germany,PHYS,39.84
2013,Germany,NURSMID,106.76
2014,Germany,NURSMID,108.85
2014,Germany,PHYS,40.64
2014,Germany,PHAR,6.35
2014,Germany,DENT,8.47
2015,Germany,DENT,8.54
2015,Germany,PHAR,6.41
2015,Germany,PHYS,41.20
2015,Germany,NURSMID,109.54
2016,Germany,PHAR,6.37
2016,Germany,NURSMID,111.50
2016,Germany,PHYS,41.87
2016,Germany,DENT,8.56
2017,Germany,PHAR,6.47
2017,Germany,DENT,8.57
2017,Germany,PHYS,42.51
2017,Germany,NURSMID,113.77
2018,Germany,NURSMID,118.10
2018,Germany,DENT,8.58
2018,Germany,PHAR,6.57
2018,Germany,PHYS,43.11
2019,Germany,DENT,8.55
2019,Germany,NURSMID,120.87
2019,Germany,PHYS,43.91
2019,Germany,PHAR,6.67
2020,Germany,NURSMID,123.49
2020,Germany,DENT,8.53
2020,Germany,PHAR,6.68
2020,Germany,PHYS,44.59
2021,Germany,PHYS,45.18
2000,Greece,NURSMID,28.96
2000,Greece,DENT,11.20
2001,Greece,DENT,11.19
2001,Greece,NURSMID,31.10
2002,Greece,NURSMID,34.61
2002,Greece,DENT,11.81
2003,Greece,NURSMID,34.85
2003,Greece,DENT,11.77
2004,Greece,NURSMID,34.78
2004,Greece,PHAR,8.51
2004,Greece,DENT,11.98
2005,Greece,NURSMID,35.25
2005,Greece,DENT,12.09
2005,Greece,PHAR,8.61
2005,Greece,PHYS,49.99
2006,Greece,PHYS,53.66
2006,Greece,PHAR,8.86
2006,Greece,NURSMID,34.48
2006,Greece,DENT,12.77
2007,Greece,PHAR,8.84
2007,Greece,PHYS,56.09
2007,Greece,DENT,13.01
2007,Greece,NURSMID,34.47
2008,Greece,PHYS,57.11
2008,Greece,PHAR,9.57
2008,Greece,NURSMID,35.02
2008,Greece,DENT,13.27
2009,Greece,DENT,13.36
2009,Greece,NURSMID,36.12
2009,Greece,PHAR,9.76
2009,Greece,PHYS,58.19
2010,Greece,PHAR,10.11
2010,Greece,NURSMID,37.14
2010,Greece,DENT,13.29
2010,Greece,PHYS,58.03
2011,Greece,DENT,13.19
2011,Greece,NURSMID,37.41
2011,Greece,PHAR,10.21
2011,Greece,PHYS,58.29
2012,Greece,PHYS,58.23
2012,Greece,NURSMID,36.08
2012,Greece,DENT,12.96
2012,Greece,PHAR,10.21
2013,Greece,DENT,12.75
2013,Greece,PHYS,58.40
2013,Greece,NURSMID,35.53
2013,Greece,PHAR,10.50
2014,Greece,NURSMID,34.84
2014,Greece,PHYS,58.83
2014,Greece,DENT,12.65
2014,Greece,PHAR,10.66
