Year,GeoAreaName,Disability status,Grounds of discrimination,Location,Sex,Value
2019,Turkmenistan,_T,SEXO,ALLAREA,FEMALE,0.1
2019,Turkmenistan,PD,ETHI,ALLAREA,FEMALE,0.7
2019,Turkmenistan,_T,OTHER,URBAN,FEMALE,1
2018,Georgia,_T,ETHI,ALLAREA,BOTHSEX,1.15
2018,Georgia,PD,ETHI,ALLAREA,FEMALE,3.5
2018,Georgia,PD,ETHI,ALLAREA,BOTHSEX,2.5
2018,Georgia,PD,DIS,ALLAREA,FEMALE,1
2018,Georgia,PD,DIS,ALLAREA,MALE,0
2019,Turkmenistan,PD,DIS,ALLAREA,FEMALE,11.9
2019,Turkmenistan,PD,ALL,ALLAREA,FEMALE,12.6
2018,North Macedonia,PWD,SEXO,ALLAREA,FEMALE,0.5
2018,North Macedonia,PWD,SEX,ALLAREA,FEMALE,5
2018,North Macedonia,PWD,RELIGION,ALLAREA,FEMALE,2.6
2018,North Macedonia,PD,SEXO,ALLAREA,FEMALE,0
2018,Georgia,PD,DIS,ALLAREA,BOTHSEX,0.67
2018,Georgia,_T,SEX,URBAN,MALE,0.4
2018,Georgia,PD,AGE,ALLAREA,FEMALE,2.4
2018,Georgia,PD,AGE,ALLAREA,MALE,0.4
2018,Georgia,_T,SEXO,URBAN,MALE,0.3
2018,North Macedonia,PD,SEX,ALLAREA,FEMALE,6.9
2018,North Macedonia,PD,RELIGION,ALLAREA,FEMALE,9.8
2018,North Macedonia,_T,OTHER,ALLAREA,FEMALE,1.7
2018,North Macedonia,_T,AGE,ALLAREA,FEMALE,2.5
2018,North Macedonia,_T,DIS,ALLAREA,FEMALE,1.1
2018,North Macedonia,PD,AGE,ALLAREA,FEMALE,1.4
2018,Georgia,PD,AGE,ALLAREA,BOTHSEX,1.73
2018,Georgia,_T,RELIGION,URBAN,FEMALE,2.5
2018,Georgia,_T,DIS,URBAN,BOTHSEX,0.4
2018,Georgia,_T,ETHI,URBAN,BOTHSEX,1.3
2018,Georgia,_T,ALL,URBAN,BOTHSEX,6.6
2018,North Macedonia,_T,SEXO,URBAN,FEMALE,0.4
2018,North Macedonia,_T,DIS,URBAN,FEMALE,1.1
2018,North Macedonia,PWD,OTHER,ALLAREA,FEMALE,1.3
2018,North Macedonia,PWD,ETHI,ALLAREA,FEMALE,5.2
2018,North Macedonia,PWD,DIS,ALLAREA,FEMALE,0.9
2018,North Macedonia,PWD,ALL,ALLAREA,FEMALE,11.6
2018,North Macedonia,PWD,AGE,ALLAREA,FEMALE,2.1
2018,North Macedonia,_T,SEX,ALLAREA,FEMALE,4.9
2018,North Macedonia,_T,AGE,RURAL,FEMALE,2.4
2018,North Macedonia,_T,SEXO,ALLAREA,FEMALE,0.4
2018,North Macedonia,_T,ETHI,ALLAREA,FEMALE,5.7
2018,North Macedonia,_T,RELIGION,ALLAREA,FEMALE,2.9
2018,North Macedonia,_T,SEX,URBAN,FEMALE,4.9
2018,North Macedonia,_T,RELIGION,URBAN,FEMALE,2.9
2018,North Macedonia,_T,SEX,RURAL,FEMALE,3.4
2018,North Macedonia,PD,DIS,ALLAREA,FEMALE,3
2018,North Macedonia,PD,ALL,ALLAREA,FEMALE,26.4
2018,North Macedonia,_T,AGE,URBAN,FEMALE,2.5
2018,North Macedonia,_T,OTHER,RURAL,FEMALE,1.2
2018,North Macedonia,_T,ETHI,RURAL,FEMALE,3.4
2018,North Macedonia,_T,DIS,RURAL,FEMALE,1
2018,North Macedonia,_T,ALL,RURAL,FEMALE,7.5
2018,North Macedonia,_T,ALL,ALLAREA,FEMALE,12.5
2018,North Macedonia,PD,ETHI,ALLAREA,FEMALE,18
2018,North Macedonia,_T,RELIGION,RURAL,FEMALE,1.2
2018,North Macedonia,PD,OTHER,ALLAREA,FEMALE,7.8
2018,North Macedonia,_T,OTHER,URBAN,FEMALE,1.7
2018,North Macedonia,_T,ETHI,URBAN,FEMALE,5.7
2018,North Macedonia,_T,SEXO,RURAL,FEMALE,0.9
2018,North Macedonia,_T,ALL,URBAN,FEMALE,12.5
2014,Ireland,_T,OTHER,ALLAREA,MALE,42.9
2014,Ireland,_T,SEX,ALLAREA,BOTHSEX,9.3
2014,Ireland,_T,ALL,ALLAREA,BOTHSEX,11.8
2014,Ireland,_T,ALL,ALLAREA,FEMALE,12.6
2014,Ireland,_T,ALL,ALLAREA,MALE,11
2019,Ireland,_T,ETHCOLLANNAL,ALLAREA,BOTHSEX,21.9
2019,Ireland,_T,ETHCOLLANNAL,ALLAREA,FEMALE,16
2019,Ireland,_T,DIS,ALLAREA,MALE,4.8
2019,Ireland,_T,ALL,ALLAREA,MALE,16.6
2019,Ireland,_T,DIS,ALLAREA,BOTHSEX,4.9
2019,Ireland,_T,ETHCOLLANNAL,ALLAREA,MALE,28.4
2019,Ireland,_T,FAM,ALLAREA,BOTHSEX,11.7
2019,Ireland,_T,ALL,ALLAREA,FEMALE,18.8
2019,Ireland,_T,AGE,ALLAREA,BOTHSEX,34.1
2019,Ireland,_T,AGE,ALLAREA,FEMALE,34.1
2019,Ireland,_T,AGE,ALLAREA,MALE,34.2
2019,Ireland,_T,SEX,ALLAREA,MALE,7.8
2019,Ireland,_T,SEX,ALLAREA,FEMALE,29.1
2019,Ireland,_T,SEXO,ALLAREA,MALE,9.5
2019,Ireland,_T,SEX,ALLAREA,BOTHSEX,18.6
2019,Ireland,PD,ALL,ALLAREA,BOTHSEX,24.1
2019,Ireland,PWD,ALL,ALLAREA,BOTHSEX,16.7
2019,Ireland,_T,SEXO,ALLAREA,BOTHSEX,9.1
2019,Ireland,_T,OTHER,ALLAREA,FEMALE,31.7
2019,Ireland,_T,FAM,ALLAREA,FEMALE,14.1
2019,Ireland,_T,FAM,ALLAREA,MALE,9
2019,Ireland,_T,MAR,ALLAREA,BOTHSEX,5
2019,Ireland,_T,MAR,ALLAREA,FEMALE,4.4
2019,Ireland,_T,DIS,ALLAREA,FEMALE,5
2019,Ireland,_T,ALL,ALLAREA,BOTHSEX,17.7
2019,Ireland,_T,SEXO,ALLAREA,FEMALE,8.8
2019,Ireland,_T,OTHER,ALLAREA,MALE,32.9
2019,Ireland,_T,MAR,ALLAREA,MALE,5.6
2019,Ireland,_T,OTHER,ALLAREA,BOTHSEX,32.2
2020,Kosovo,_T,AGE,ALLAREA,MALE,2
2020,Kosovo,_T,ALL,ALLAREA,BOTHSEX,11.4
2020,Kosovo,_T,SEXO,RURAL,MALE,0.1
2020,Kosovo,_T,ALL,URBAN,FEMALE,14.4
2020,Kosovo,_T,SEXO,RURAL,BOTHSEX,0.25
2020,Kosovo,_T,SEXO,RURAL,FEMALE,0.4
2020,Kosovo,PD,DIS,ALLAREA,FEMALE,2.9
2020,Kosovo,PD,ALL,ALLAREA,FEMALE,22.4
2020,Kosovo,PWD,SEX,ALLAREA,BOTHSEX,2.8
2020,Kosovo,PWD,RELIGION,ALLAREA,MALE,2.8
2020,Kosovo,_T,OTHER,URBAN,MALE,2.9
2020,Kosovo,PWD,RELIGION,ALLAREA,FEMALE,2.2
2020,Kosovo,PWD,RELIGION,ALLAREA,BOTHSEX,2.5
2020,Kosovo,_T,RELIGION,URBAN,FEMALE,2.3
2020,Kosovo,PWD,DIS,ALLAREA,MALE,0.8
2020,Kosovo,PWD,DIS,ALLAREA,FEMALE,0.5
2020,Kosovo,_T,RELIGION,RURAL,MALE,2.2
2020,Kosovo,_T,SEX,RURAL,BOTHSEX,2.85
2020,Kosovo,_T,ALL,RURAL,FEMALE,11.2
2020,Kosovo,_T,AGE,RURAL,BOTHSEX,2.65
2020,Kosovo,_T,SEXO,ALLAREA,BOTHSEX,0.35
2020,Kosovo,_T,SEXO,ALLAREA,FEMALE,0.5
2020,Kosovo,_T,SEXO,ALLAREA,MALE,0.2
2020,Kosovo,_T,SEX,ALLAREA,MALE,0.5
2020,Kosovo,_T,ETHI,ALLAREA,BOTHSEX,2.8
2020,Kosovo,_T,ETHI,ALLAREA,FEMALE,2.2
2020,Kosovo,_T,ETHI,ALLAREA,MALE,3.4
2020,Kosovo,_T,DIS,ALLAREA,MALE,0.9
2020,Kosovo,_T,RELIGION,ALLAREA,FEMALE,2.2
2020,Kosovo,_T,OTHER,ALLAREA,FEMALE,3.3
2020,Kosovo,_T,OTHER,ALLAREA,MALE,3.1
2020,Kosovo,_T,RELIGION,ALLAREA,BOTHSEX,2.4
2020,Kosovo,_T,ETHI,URBAN,BOTHSEX,3.3
2020,Kosovo,PWD,SEXO,ALLAREA,FEMALE,0.4
2020,Kosovo,PWD,SEXO,ALLAREA,BOTHSEX,0.3
2020,Kosovo,_T,OTHER,URBAN,FEMALE,4
2020,Kosovo,PWD,ALL,ALLAREA,FEMALE,11.4
2020,Kosovo,PWD,ALL,ALLAREA,BOTHSEX,10.75
2020,Kosovo,PD,OTHER,ALLAREA,FEMALE,5.9
2020,Kosovo,PD,ETHI,ALLAREA,FEMALE,5
2020,Kosovo,_T,AGE,URBAN,BOTHSEX,2.7
2020,Kosovo,_T,AGE,ALLAREA,BOTHSEX,2.65
2020,Kosovo,_T,AGE,ALLAREA,FEMALE,3.3
2020,Kosovo,_T,RELIGION,RURAL,FEMALE,2.2
2020,Kosovo,_T,RELIGION,RURAL,BOTHSEX,2.2
2020,Kosovo,_T,AGE,URBAN,FEMALE,3.6
2020,Kosovo,_T,AGE,URBAN,MALE,1.8
2020,Kosovo,_T,ALL,URBAN,BOTHSEX,12.7
2020,Kosovo,_T,SEX,URBAN,MALE,0.3
2020,Kosovo,PD,AGE,ALLAREA,FEMALE,6.7
2020,Kosovo,_T,SEXO,URBAN,MALE,0.4
2020,Kosovo,_T,SEXO,URBAN,FEMALE,0.5
2020,Kosovo,_T,RELIGION,URBAN,MALE,3.1
2020,Kosovo,PWD,ALL,ALLAREA,MALE,10.1
2020,Kosovo,PWD,SEX,ALLAREA,MALE,0.4
2020,Kosovo,PWD,SEX,ALLAREA,FEMALE,5.2
2020,Kosovo,PWD,OTHER,ALLAREA,MALE,3.2
2020,Kosovo,PWD,OTHER,ALLAREA,FEMALE,2.9
2020,Kosovo,PWD,DIS,ALLAREA,BOTHSEX,0.65
2020,Kosovo,_T,RELIGION,URBAN,BOTHSEX,2.7
2020,Kosovo,PWD,OTHER,ALLAREA,BOTHSEX,3.05
2020,Kosovo,PWD,ETHI,ALLAREA,MALE,3.3
2020,Kosovo,PWD,ETHI,ALLAREA,FEMALE,2
2020,Kosovo,PWD,ETHI,ALLAREA,BOTHSEX,2.65
2020,Kosovo,_T,SEX,RURAL,FEMALE,5.1
2020,Kosovo,_T,SEX,RURAL,MALE,0.6
2020,Kosovo,_T,OTHER,RURAL,FEMALE,2.8
2020,Kosovo,_T,OTHER,RURAL,MALE,3.2
2020,Kosovo,_T,SEXO,URBAN,BOTHSEX,0.45
2020,Kosovo,_T,AGE,RURAL,FEMALE,3.1
2020,Kosovo,_T,AGE,RURAL,MALE,2.2
2020,Kosovo,_T,ALL,RURAL,BOTHSEX,10.4
2020,Kosovo,_T,ETHI,RURAL,BOTHSEX,2.5
2020,Kosovo,_T,ETHI,RURAL,FEMALE,1.7
2020,Kosovo,_T,ETHI,RURAL,MALE,3.3
2020,Kosovo,_T,OTHER,RURAL,BOTHSEX,3
2020,Kosovo,_T,ALL,RURAL,MALE,9.6
2020,Kosovo,_T,DIS,RURAL,BOTHSEX,0.75
2020,Kosovo,_T,DIS,RURAL,FEMALE,0.6
2020,Kosovo,_T,DIS,RURAL,MALE,0.9
2020,Kosovo,_T,ALL,ALLAREA,FEMALE,12.6
2020,Kosovo,_T,ALL,ALLAREA,MALE,10.2
2020,Kosovo,_T,DIS,ALLAREA,BOTHSEX,0.8
2020,Kosovo,_T,DIS,ALLAREA,FEMALE,0.7
2020,Kosovo,_T,OTHER,ALLAREA,BOTHSEX,3.2
2020,Kosovo,_T,RELIGION,ALLAREA,MALE,2.6
2020,Kosovo,_T,SEX,ALLAREA,BOTHSEX,3.15
2020,Kosovo,_T,SEX,ALLAREA,FEMALE,5.8
2020,Kosovo,_T,ETHI,URBAN,FEMALE,2.9
2020,Kosovo,_T,ETHI,URBAN,MALE,3.7
2020,Kosovo,_T,OTHER,URBAN,BOTHSEX,3.45
2020,Kosovo,PWD,SEXO,ALLAREA,MALE,0.2
2020,Kosovo,_T,ALL,URBAN,MALE,11
2020,Kosovo,_T,DIS,URBAN,BOTHSEX,0.85
2020,Kosovo,_T,DIS,URBAN,FEMALE,0.8
2020,Kosovo,_T,DIS,URBAN,MALE,0.9
2020,Kosovo,PWD,AGE,ALLAREA,MALE,1.9
2020,Kosovo,PWD,AGE,ALLAREA,FEMALE,2.8
2020,Kosovo,_T,SEX,URBAN,BOTHSEX,3.5
2020,Kosovo,PWD,AGE,ALLAREA,BOTHSEX,2.35
2020,Kosovo,PD,SEXO,ALLAREA,FEMALE,0.3
2020,Kosovo,PD,SEX,ALLAREA,FEMALE,9.9
2020,Kosovo,PD,RELIGION,ALLAREA,FEMALE,3.7
2020,Kosovo,_T,SEX,URBAN,FEMALE,6.7
2018,Kyrgyzstan,PWD,OTHER,ALLAREA,FEMALE,0.6
2018,Kyrgyzstan,PWD,ETHI,ALLAREA,FEMALE,3.4
2018,Kyrgyzstan,PWD,SEXO,ALLAREA,FEMALE,0.4
2018,Kyrgyzstan,PWD,SEX,ALLAREA,FEMALE,1.2
2018,Kyrgyzstan,PWD,RELIGION,ALLAREA,FEMALE,2.2
2018,Kyrgyzstan,PD,DIS,ALLAREA,FEMALE,7.9
2018,Kyrgyzstan,PD,OTHER,ALLAREA,FEMALE,1.4
2018,Kyrgyzstan,PD,ETHI,ALLAREA,FEMALE,5.8
2018,Kyrgyzstan,_T,OTHER,URBAN,FEMALE,0.5
2018,Kyrgyzstan,_T,AGE,URBAN,FEMALE,2.7
2018,Kyrgyzstan,_T,DIS,URBAN,FEMALE,0.5
2018,Kyrgyzstan,_T,AGE,ALLAREA,FEMALE,2.7
2018,Kyrgyzstan,_T,DIS,ALLAREA,FEMALE,0.5
2018,Kyrgyzstan,_T,ALL,ALLAREA,FEMALE,7.7
2018,Kyrgyzstan,PWD,ALL,ALLAREA,FEMALE,7.6
2018,Kyrgyzstan,PWD,AGE,ALLAREA,FEMALE,2.5
2018,Kyrgyzstan,PWD,DIS,ALLAREA,FEMALE,0.4
2018,Kyrgyzstan,PD,ALL,ALLAREA,FEMALE,20.7
2018,Kyrgyzstan,PD,AGE,ALLAREA,FEMALE,5.4
2018,Kyrgyzstan,_T,SEXO,URBAN,FEMALE,0.4
2018,Kyrgyzstan,_T,SEX,URBAN,FEMALE,1.2
2018,Kyrgyzstan,_T,ETHI,URBAN,FEMALE,3
2018,Kyrgyzstan,_T,RELIGION,URBAN,FEMALE,2.4
2018,Kyrgyzstan,_T,RELIGION,ALLAREA,FEMALE,2.1
2018,Kyrgyzstan,_T,OTHER,ALLAREA,FEMALE,0.6
2018,Kyrgyzstan,_T,ALL,RURAL,FEMALE,7.6
2018,Kyrgyzstan,_T,AGE,RURAL,FEMALE,2.6
2018,Kyrgyzstan,_T,SEXO,ALLAREA,FEMALE,0.4
2018,Kyrgyzstan,_T,SEX,ALLAREA,FEMALE,1.2
2018,Kyrgyzstan,_T,DIS,RURAL,FEMALE,0.5
2018,Kyrgyzstan,_T,OTHER,RURAL,FEMALE,0.7
2018,Kyrgyzstan,_T,ETHI,RURAL,FEMALE,3.6
2018,Kyrgyzstan,_T,ALL,URBAN,FEMALE,7.9
2018,Kyrgyzstan,PD,SEX,ALLAREA,FEMALE,1
2018,Kyrgyzstan,PD,SEXO,ALLAREA,FEMALE,0
2018,Kyrgyzstan,_T,ETHI,ALLAREA,FEMALE,3.4
2018,Kyrgyzstan,_T,RELIGION,RURAL,FEMALE,2
2018,Kyrgyzstan,_T,SEX,RURAL,FEMALE,1.2
2018,Kyrgyzstan,_T,SEXO,RURAL,FEMALE,0.3
2018,Kyrgyzstan,PD,RELIGION,ALLAREA,FEMALE,4.5
2018,Republic of Moldova,_T,ALL,ALLAREA,BOTHSEX,26.3
2018,Republic of Moldova,_T,ALL,ALLAREA,FEMALE,26
2018,Republic of Moldova,_T,ALL,RURAL,BOTHSEX,24.2
2018,Republic of Moldova,_T,SEX,ALLAREA,BOTHSEX,17
2018,Republic of Moldova,_T,ALL,URBAN,BOTHSEX,28.6
2018,Republic of Moldova,_T,SOCIOECON,ALLAREA,BOTHSEX,23
2018,Republic of Moldova,_T,AGE,ALLAREA,BOTHSEX,18
2018,Republic of Moldova,_T,DIS,ALLAREA,BOTHSEX,8
2018,Republic of Moldova,_T,ALL,ALLAREA,MALE,26.6
2018,Republic of Moldova,_T,ETH,ALLAREA,BOTHSEX,13
2018,Republic of Moldova,_T,RELIGION,ALLAREA,BOTHSEX,3
2018,Republic of Moldova,_T,OTHER,ALLAREA,BOTHSEX,26
2018,Montenegro,_T,AGE,RURAL,BOTHSEX,0.65
2018,Montenegro,_T,AGE,RURAL,MALE,0.6
2018,Montenegro,_T,ALL,RURAL,BOTHSEX,3.85
2018,Montenegro,_T,DIS,RURAL,BOTHSEX,0.4
2018,Montenegro,_T,SEXO,ALLAREA,MALE,0
2018,Montenegro,_T,RELIGION,ALLAREA,MALE,3.1
2018,Montenegro,_T,RELIGION,ALLAREA,FEMALE,1.4
2018,Montenegro,_T,SEX,ALLAREA,FEMALE,2.5
2018,Montenegro,_T,DIS,ALLAREA,BOTHSEX,0.4
2018,Montenegro,_T,SEX,ALLAREA,MALE,0
2018,Montenegro,_T,ETHI,ALLAREA,FEMALE,2.1
2018,Montenegro,_T,RELIGION,ALLAREA,BOTHSEX,2.25
2018,Montenegro,_T,OTHER,ALLAREA,MALE,0.8
2018,Montenegro,_T,OTHER,ALLAREA,FEMALE,1.2
2018,Montenegro,_T,ALL,ALLAREA,FEMALE,5.6
2018,Montenegro,_T,ETHI,URBAN,MALE,3.8
2018,Montenegro,_T,ETHI,URBAN,BOTHSEX,3.25
2018,Montenegro,_T,DIS,URBAN,MALE,0.4
2018,Montenegro,_T,RELIGION,URBAN,MALE,3.7
2018,Montenegro,_T,RELIGION,URBAN,FEMALE,1.6
2018,Montenegro,_T,RELIGION,URBAN,BOTHSEX,2.65
2018,Montenegro,_T,SEXO,URBAN,BOTHSEX,0.25
2018,Montenegro,_T,ALL,URBAN,BOTHSEX,7.05
2018,Montenegro,_T,ALL,URBAN,MALE,7.2
2018,Montenegro,_T,ALL,URBAN,FEMALE,6.9
2018,Montenegro,_T,AGE,URBAN,FEMALE,1.1
2018,Montenegro,_T,AGE,URBAN,BOTHSEX,0.7
2018,Montenegro,_T,SEXO,RURAL,MALE,0
2018,Montenegro,_T,SEXO,RURAL,FEMALE,0.1
2018,Montenegro,_T,SEXO,RURAL,BOTHSEX,0.05
2018,Montenegro,_T,ALL,RURAL,MALE,5
2018,Montenegro,_T,ALL,RURAL,FEMALE,2.7
2018,Montenegro,_T,ETHI,RURAL,FEMALE,0.8
2018,Montenegro,_T,ETHI,RURAL,MALE,1.2
2018,Montenegro,_T,DIS,RURAL,FEMALE,0
2018,Montenegro,_T,ETHI,RURAL,BOTHSEX,1
2018,Montenegro,_T,DIS,RURAL,MALE,0.8
2018,Montenegro,_T,SEX,ALLAREA,BOTHSEX,1.25
2018,Montenegro,_T,ETHI,ALLAREA,BOTHSEX,2.5
2018,Montenegro,_T,DIS,ALLAREA,MALE,0.5
2018,Montenegro,_T,DIS,ALLAREA,FEMALE,0.3
2018,Montenegro,_T,SEXO,ALLAREA,BOTHSEX,0.15
2018,Montenegro,_T,SEXO,ALLAREA,FEMALE,0.3
2018,Montenegro,_T,OTHER,RURAL,BOTHSEX,1
2018,Montenegro,_T,OTHER,ALLAREA,BOTHSEX,1
2018,Montenegro,_T,ETHI,ALLAREA,MALE,2.9
2018,Montenegro,_T,ALL,ALLAREA,BOTHSEX,6.05
2018,Montenegro,_T,AGE,ALLAREA,MALE,0.4
2018,Montenegro,_T,AGE,ALLAREA,FEMALE,1
2018,Montenegro,_T,AGE,ALLAREA,BOTHSEX,0.7
2018,Montenegro,_T,RELIGION,RURAL,BOTHSEX,1.6
2018,Montenegro,_T,OTHER,RURAL,MALE,1.5
2018,Montenegro,_T,OTHER,RURAL,FEMALE,0.5
2018,Montenegro,_T,ETHI,URBAN,FEMALE,2.7
2018,Montenegro,_T,OTHER,URBAN,MALE,0.5
2018,Montenegro,_T,OTHER,URBAN,FEMALE,1.6
2018,Montenegro,_T,OTHER,URBAN,BOTHSEX,1.05
2018,Montenegro,_T,SEX,URBAN,MALE,0
2018,Montenegro,_T,SEX,URBAN,FEMALE,3.3
2018,Montenegro,_T,SEX,URBAN,BOTHSEX,1.65
2018,Montenegro,_T,DIS,URBAN,BOTHSEX,0.4
2018,Montenegro,_T,DIS,URBAN,FEMALE,0.4
2018,Montenegro,_T,SEXO,URBAN,MALE,0.1
2018,Montenegro,_T,SEXO,URBAN,FEMALE,0.4
2018,Montenegro,_T,RELIGION,RURAL,MALE,2
2018,Montenegro,_T,RELIGION,RURAL,FEMALE,1.2
2018,Montenegro,_T,SEX,RURAL,MALE,0
2018,Montenegro,_T,SEX,RURAL,FEMALE,0.8
2018,Montenegro,_T,SEX,RURAL,BOTHSEX,0.4
2018,Montenegro,_T,AGE,URBAN,MALE,0.3
2018,Montenegro,_T,ALL,ALLAREA,MALE,6.5
2018,Montenegro,_T,AGE,RURAL,FEMALE,0.7
2014,Netherlands,_T,ALL,ALLAREA,FEMALE,7.9
2014,Netherlands,_T,ALL,ALLAREA,BOTHSEX,9.2
2014,Netherlands,_T,ALL,ALLAREA,MALE,10.7
2016,Netherlands,_T,ALL,ALLAREA,BOTHSEX,7.6
2016,Netherlands,_T,ALL,ALLAREA,FEMALE,8.4
2016,Netherlands,_T,ALL,ALLAREA,MALE,6.6
2018,Netherlands,_T,ALL,ALLAREA,BOTHSEX,8.7
2018,Netherlands,_T,ALL,ALLAREA,FEMALE,9.9
2018,Netherlands,_T,ALL,ALLAREA,MALE,7.5
2018,Georgia,_T,RELIGION,URBAN,BOTHSEX,2.35
2019,Belarus,_T,RELIGION,URBAN,FEMALE,0.7
2019,Belarus,_T,RELIGION,URBAN,FEMALE,0.7
