Year,GeoAreaName,Name of international institution,Value
2010,Switzerland,IBRD,1.6565
2010,Switzerland,UNGA,0.5208
2014,Switzerland,AFDB,1.474
2015,Switzerland,IMF,1.4014
2015,Switzerland,IFC,1.65188
2015,Switzerland,WTO,0.625
2015,Switzerland,AFDB,1.47
2015,Switzerland,IBRD,1.5916
2015,Switzerland,UNGA,0.5181
2020,Netherlands,FSB,3.50877
2020,Netherlands,ECOSOC,1.85185
2020,Netherlands,IMF,1.76451
2020,Netherlands,IBRD,1.84248
2020,Netherlands,IFC,2.09567
2020,Netherlands,WTO,0.60976
2020,Netherlands,ADB,1.113
2021,Netherlands,WTO,0.60976
2021,Netherlands,IFC,2.18304742902995
2021,Netherlands,IMF,1.76240543023415
2021,Netherlands,IBRD,1.96601112629319
2015,Switzerland,FSB,3.5088
2015,Switzerland,ECOSOC,1.8519
2015,Switzerland,IADB,0.471
2015,Switzerland,ADB,0.766
2016,Switzerland,ADB,0.765
2016,Switzerland,IADB,0.471
2016,Switzerland,UNGA,0.5181
2016,Switzerland,IMF,1.186
2016,Switzerland,ECOSOC,1.8519
2016,Switzerland,FSB,3.5088
2016,Switzerland,IFC,1.65188
2021,Netherlands,FSB,3.44827586206897
2021,Netherlands,UNGA,0.51813
2021,Netherlands,ECOSOC,1.85185
2000,Norway,IADB,0.171
2000,Norway,IBRD,0.6357
2000,Norway,WTO,0.7143
2000,Norway,ADB,0.616
2000,Norway,AFDB,1.218
2000,Norway,IMF,0.7926
2000,Norway,UNGA,0.5291
2000,Norway,IFC,0.7434
2016,Switzerland,IBRD,1.53
2016,Switzerland,AFDB,1.4687
2016,Switzerland,WTO,0.6173
2017,Switzerland,AFDB,1.4687
2017,Switzerland,WTO,0.6098
2017,Switzerland,IMF,1.1763
2017,Switzerland,IBRD,1.4978
2017,Switzerland,IFC,1.65188
2017,Switzerland,FSB,3.5088
2017,Switzerland,UNGA,0.5181
2017,Switzerland,IADB,0.471
2000,Norway,ECOSOC,1.8519
2005,Norway,AFDB,1.167
2005,Norway,WTO,0.6711
2005,Norway,IFC,0.7411
2005,Norway,UNGA,0.5236
2005,Norway,IMF,0.78
2005,Norway,ADB,0.587
2005,Norway,IBRD,0.6321
2005,Norway,IADB,0.171
2010,Norway,ECOSOC,1.8519
2010,Norway,IADB,0.171
2017,Switzerland,ADB,0.765
2018,Switzerland,FSB,3.5088
2018,Switzerland,IMF,1.1761
2018,Switzerland,IFC,1.6519
2018,Switzerland,IBRD,1.4668
2018,Switzerland,ADB,0.7643
2018,Switzerland,AFDB,1.4816
2018,Switzerland,IADB,0.471
2018,Switzerland,WTO,0.6098
2018,Switzerland,UNGA,0.5181
2019,Switzerland,IMF,1.17608
2010,Norway,ADB,0.608
2010,Norway,WTO,0.6536
2010,Norway,IBRD,0.6311
2010,Norway,UNGA,0.5208
2010,Norway,IMF,0.7661
2010,Norway,AFDB,1.144
2010,Norway,IFC,0.7391
2014,Norway,AFDB,1.166
2015,Norway,AFDB,1.16
2015,Norway,WTO,0.625
2015,Norway,IMF,0.7766
2019,Switzerland,UNGA,0.5181
2019,Switzerland,FSB,3.5088
2019,Switzerland,ADB,0.75994
2019,Switzerland,IADB,0.471
2019,Switzerland,WTO,0.6098
2019,Switzerland,IBRD,1.44
2019,Switzerland,IFC,1.6408
2019,Switzerland,AFDB,1.47944
2020,Switzerland,WTO,0.60976
2020,Switzerland,FSB,3.50877
2020,Switzerland,UNGA,0.5181
2020,Switzerland,ECOSOC,1.85185
2020,Switzerland,IBRD,1.4006
2020,Switzerland,IFC,1.65155
2020,Switzerland,IMF,1.17547
2020,Switzerland,ADB,0.76
2021,Switzerland,IMF,1.17402424240019
2021,Switzerland,IBRD,1.43809931924654
2021,Switzerland,IFC,1.62424638372623
2021,Switzerland,FSB,3.44827586206897
2021,Switzerland,UNGA,0.51813
2015,Norway,IFC,0.6779
2015,Norway,IBRD,0.6087
2015,Norway,UNGA,0.5181
2015,Norway,ADB,0.571
2015,Norway,IADB,0.171
2016,Norway,IADB,0.171
2016,Norway,UNGA,0.5181
2016,Norway,ADB,0.571
2016,Norway,IFC,0.6779
2016,Norway,IBRD,0.61
2021,Switzerland,ECOSOC,1.85185
2021,Switzerland,WTO,0.60976
2000,Tajikistan,IMF,0.0523
2000,Tajikistan,UNGA,0.5291
2000,Tajikistan,IFC,0.0609
2000,Tajikistan,IBRD,0.0814
2000,Tajikistan,ADB,0.572
2005,Tajikistan,ADB,0.543
2005,Tajikistan,IBRD,0.0809
2005,Tajikistan,IFC,0.0607
2005,Tajikistan,UNGA,0.5236
2005,Tajikistan,IMF,0.0515
2010,Tajikistan,IBRD,0.0808
2010,Tajikistan,UNGA,0.5208
2010,Tajikistan,IMF,0.0506
2010,Tajikistan,IFC,0.0605
2010,Tajikistan,ADB,0.559
2015,Tajikistan,ADB,0.528
2015,Tajikistan,IMF,0.0638
2015,Tajikistan,WTO,0.625
2015,Tajikistan,IFC,0.07479
2015,Tajikistan,IBRD,0.0773
2016,Norway,WTO,0.6173
2016,Norway,AFDB,1.1778
2016,Norway,IMF,0.782
2017,Norway,UNGA,0.5181
2017,Norway,ECOSOC,1.85185185185185
2017,Norway,IMF,0.7755
2017,Norway,WTO,0.6098
2017,Norway,IBRD,0.5978
2017,Norway,IFC,0.6779
2017,Norway,ADB,0.571
2017,Norway,AFDB,1.1778
2015,Tajikistan,UNGA,0.5181
2016,Tajikistan,IFC,0.07479
2016,Tajikistan,IBRD,0.08
2016,Tajikistan,IMF,0.064
2016,Tajikistan,WTO,0.6173
2016,Tajikistan,ADB,0.528
2016,Tajikistan,UNGA,0.5181
2017,Tajikistan,UNGA,0.5181
2017,Tajikistan,ADB,0.528
2017,Tajikistan,WTO,0.6098
2017,Tajikistan,ECOSOC,1.85185185185185
2017,Norway,IADB,0.171
2018,Norway,WTO,0.6098
2018,Norway,IMF,0.7753
2018,Norway,IFC,0.6779
2018,Norway,IBRD,0.5859
2018,Norway,ECOSOC,1.8519
2018,Norway,IADB,0.171
2018,Norway,UNGA,0.5181
2018,Norway,ADB,0.5701
2018,Norway,AFDB,1.1898
2019,Norway,IMF,0.77534
2017,Tajikistan,IMF,0.0637
2017,Tajikistan,IFC,0.07479
2017,Tajikistan,IBRD,0.0804
2018,Tajikistan,UNGA,0.5181
2018,Tajikistan,IMF,0.0637
2018,Tajikistan,IFC,0.0748
2018,Tajikistan,IBRD,0.0793
2018,Tajikistan,ECOSOC,1.8519
2018,Tajikistan,WTO,0.6098
2018,Tajikistan,ADB,0.5271
2019,Tajikistan,ADB,0.52272
2019,Tajikistan,WTO,0.6098
2019,Tajikistan,ECOSOC,1.85185
2019,Tajikistan,UNGA,0.5181
2019,Tajikistan,IBRD,0.0784
2019,Tajikistan,IMF,0.0637
2019,Tajikistan,IFC,0.0741
2020,Tajikistan,IBRD,0.07699
2020,Tajikistan,IFC,0.0746
2020,Tajikistan,IMF,0.06368
2020,Tajikistan,UNGA,0.5181
2019,Norway,WTO,0.6098
2019,Norway,AFDB,1.19041
2019,Norway,ADB,0.56572
2019,Norway,IADB,0.171
2019,Norway,UNGA,0.5181
2019,Norway,ECOSOC,1.85185
2019,Norway,IBRD,0.5755
2019,Norway,IFC,0.6732
2020,Norway,UNGA,0.5181
2020,Norway,ADB,0.566
2020,Norway,WTO,0.60976
2020,Norway,IBRD,0.59024
2020,Norway,IFC,0.67766
2020,Norway,IMF,0.77494
2020,Norway,ECOSOC,1.85185
2021,Norway,IBRD,0.60428
2021,Norway,IFC,0.69996
2021,Norway,WTO,0.60976
2021,Norway,UNGA,0.51813
2021,Norway,ECOSOC,1.85185
2021,Norway,IMF,0.77394
2000,Poland,IBRD,0.6932
2020,Tajikistan,WTO,0.60976
2020,Tajikistan,ADB,0.523
2021,Tajikistan,WTO,0.60976
2021,Tajikistan,UNGA,0.51813
2021,Tajikistan,IMF,0.06347
2021,Tajikistan,IFC,0.07175
2021,Tajikistan,IBRD,0.07526
2000,Türkiye,IBRD,0.474
2000,Türkiye,ADB,0.616
2000,Türkiye,IMF,0.462
2000,Türkiye,UNGA,0.5291
2000,Poland,WTO,0.7143
2000,Poland,UNGA,0.5291
2000,Poland,IMF,0.6512
2000,Poland,IFC,0.3118
2000,Poland,ECOSOC,1.8519
2005,Poland,WTO,0.6711
2005,Poland,ECOSOC,1.8519
2005,Poland,IFC,0.3108
2005,Poland,UNGA,0.5236
2005,Poland,IMF,0.6408
2005,Poland,IBRD,0.6893
2000,Türkiye,IFC,0.6162
2000,Türkiye,WTO,0.7143
2005,Türkiye,IBRD,0.5299
2005,Türkiye,WTO,0.6711
2005,Türkiye,ECOSOC,1.8519
2005,Türkiye,IFC,0.6143
2005,Türkiye,UNGA,0.5236
2005,Türkiye,IMF,0.4546
2005,Türkiye,ADB,0.587
2010,Türkiye,WTO,0.6536
2010,Türkiye,IFC,0.6127
2010,Türkiye,ADB,0.402
2010,Türkiye,UNSC,6.6667
2010,Türkiye,ECOSOC,1.8519
2010,Türkiye,FSB,1.9231
2010,Türkiye,IBRD,0.5291
2010,Türkiye,UNGA,0.5208
2010,Türkiye,IMF,0.5492
2014,Türkiye,AFDB,0.11
2015,Türkiye,AFDB,0.11
2015,Türkiye,WTO,0.625
2015,Türkiye,IFC,0.61305
2010,Poland,WTO,0.6536
2010,Poland,ECOSOC,1.8519
2010,Poland,IBRD,0.6882
2010,Poland,UNGA,0.5208
2010,Poland,IMF,0.6295
2010,Poland,IFC,0.31
2015,Poland,IMF,0.6991
2015,Poland,IFC,0.31008
2015,Poland,WTO,0.625
2015,Poland,IBRD,0.6387
2015,Poland,UNGA,0.5181
2015,Türkiye,IMF,0.6069
2015,Türkiye,IBRD,1.1852
2015,Türkiye,FSB,3.5088
2015,Türkiye,ADB,0.571
2015,Türkiye,UNGA,0.5181
2016,Türkiye,ADB,0.571
2016,Türkiye,FSB,3.5088
2016,Türkiye,UNGA,0.5181
2016,Türkiye,IFC,0.61305
2016,Türkiye,IBRD,1.14
2016,Türkiye,AFDB,0.3401
2016,Türkiye,WTO,0.6173
2016,Türkiye,IMF,0.963
2017,Türkiye,IMF,0.9552
2017,Türkiye,AFDB,0.3401
2017,Türkiye,IBRD,1.1158
2017,Türkiye,IFC,0.61305
2017,Türkiye,FSB,3.5088
2017,Türkiye,ADB,0.571
2017,Türkiye,WTO,0.6098
2017,Türkiye,UNGA,0.5181
2016,Poland,IFC,0.31008
2016,Poland,IBRD,0.77
2016,Poland,WTO,0.6173
2016,Poland,IMF,0.85
2016,Poland,UNGA,0.5181
2017,Poland,UNGA,0.5181
2017,Poland,WTO,0.6098
2017,Poland,IMF,0.8432
2017,Poland,IFC,0.31008
2017,Poland,IBRD,0.7551
2018,Poland,IMF,0.8431
2018,Türkiye,ADB,0.5701
2018,Türkiye,AFDB,0.3697
2018,Türkiye,FSB,3.5088
2018,Türkiye,ECOSOC,1.8519
2018,Türkiye,IFC,0.6131
2018,Türkiye,IMF,0.955
2018,Türkiye,IBRD,1.0929
2018,Türkiye,WTO,0.6098
2018,Türkiye,UNGA,0.5181
2019,Türkiye,IBRD,1.073
2019,Türkiye,IFC,0.6088
2019,Türkiye,IMF,0.95498
2019,Türkiye,ECOSOC,1.85185
2019,Türkiye,FSB,3.5088
2019,Türkiye,UNGA,0.5181
2019,Türkiye,AFDB,0.39913
2019,Türkiye,WTO,0.6098
2019,Türkiye,ADB,0.56572
2020,Türkiye,ADB,0.566
2020,Türkiye,WTO,0.60976
2020,Türkiye,FSB,3.50877
2020,Türkiye,UNGA,0.5181
2020,Türkiye,ECOSOC,1.85185
2020,Türkiye,IBRD,1.04386
2020,Türkiye,IFC,0.61281
2020,Türkiye,IMF,0.95449
2021,Türkiye,IMF,0.95329
2021,Türkiye,IFC,0.57556
2021,Türkiye,IBRD,1.13535160062463
2021,Türkiye,UNGA,0.51813
2021,Türkiye,FSB,3.44827586206897
2021,Türkiye,WTO,0.60976
2000,Turkmenistan,ADB,0.545
2000,Turkmenistan,IBRD,0.0482
2000,Turkmenistan,UNGA,0.5291
2000,Turkmenistan,IMF,0.0468
2000,Turkmenistan,IFC,0.0442
2005,Turkmenistan,IFC,0.044
2005,Turkmenistan,IMF,0.0461
2005,Turkmenistan,UNGA,0.5236
2005,Turkmenistan,ADB,0.517
2005,Turkmenistan,IBRD,0.0479
2010,Turkmenistan,ADB,0.529
2010,Turkmenistan,IBRD,0.0479
2018,Poland,IFC,0.3101
2018,Poland,IBRD,0.7398
2018,Poland,WTO,0.6098
2018,Poland,UNGA,0.5181
2018,Poland,UNSC,6.6667
2019,Poland,UNSC,6.6667
2019,Poland,UNGA,0.5181
2019,Poland,WTO,0.6098
2019,Poland,IBRD,0.7265
2019,Poland,IMF,0.84305
2019,Poland,IFC,0.3078
2010,Turkmenistan,UNGA,0.5208
2010,Turkmenistan,IMF,0.0453
2010,Turkmenistan,IFC,0.0439
2015,Turkmenistan,IMF,0.0591
2015,Turkmenistan,IFC,0.05999
2015,Turkmenistan,IBRD,0.0532
2015,Turkmenistan,UNGA,0.5181
2015,Turkmenistan,ADB,0.501
2015,Turkmenistan,ECOSOC,1.8519
2016,Turkmenistan,UNGA,0.5181
2016,Turkmenistan,ADB,0.501
2020,Poland,IBRD,0.7401
2020,Poland,IFC,0.30987
2020,Poland,IMF,0.84262
2020,Poland,WTO,0.60976
2020,Poland,UNGA,0.5181
2021,Poland,UNGA,0.51813
2021,Poland,WTO,0.60976
2021,Poland,IMF,0.84154
2021,Poland,IFC,0.29198
2021,Poland,IBRD,0.74614
2000,Portugal,UNGA,0.5291
2016,Turkmenistan,IBRD,0.05
2016,Turkmenistan,IFC,0.05999
2016,Turkmenistan,IMF,0.077
2017,Turkmenistan,IMF,0.0765
2017,Turkmenistan,IFC,0.05999
2017,Turkmenistan,IBRD,0.0559
2017,Turkmenistan,ADB,0.501
2017,Turkmenistan,UNGA,0.5181
2018,Turkmenistan,ADB,0.5006
2018,Turkmenistan,UNGA,0.5181
2018,Turkmenistan,IBRD,0.0554
2018,Turkmenistan,IMF,0.0765
2018,Turkmenistan,IFC,0.06
2019,Turkmenistan,IMF,0.07654
2019,Turkmenistan,IFC,0.0594
2019,Turkmenistan,IBRD,0.0549
2019,Turkmenistan,ADB,0.49619
2019,Turkmenistan,ECOSOC,1.85185
2019,Turkmenistan,UNGA,0.5181
2020,Turkmenistan,UNGA,0.5181
2000,Portugal,IMF,0.4169
2000,Portugal,IFC,0.3571
2000,Portugal,ECOSOC,1.8519
2000,Portugal,AFDB,0.261
2000,Portugal,IADB,0.055
2000,Portugal,WTO,0.7143
2000,Portugal,IBRD,0.3548
2005,Portugal,IADB,0.055
2005,Portugal,AFDB,0.249
2005,Portugal,ADB,0.587
2005,Portugal,IBRD,0.3528
2020,Turkmenistan,ECOSOC,1.85185
2020,Turkmenistan,ADB,0.496
2020,Turkmenistan,IBRD,0.05416
2020,Turkmenistan,IMF,0.07651
2020,Turkmenistan,IFC,0.05981
2021,Turkmenistan,IFC,0.0579
2021,Turkmenistan,IBRD,0.05326
2021,Turkmenistan,IMF,0.07629
2021,Turkmenistan,UNGA,0.51813
2021,Turkmenistan,ECOSOC,1.85185
2005,Portugal,WTO,0.6711
2005,Portugal,IFC,0.356
2005,Portugal,UNGA,0.5236
2005,Portugal,IMF,0.4102
2010,Portugal,IBRD,0.3522
2010,Portugal,UNGA,0.5208
2010,Portugal,IMF,0.403
2010,Portugal,AFDB,0.26
2010,Portugal,IFC,0.3551
2010,Portugal,IADB,0.055
2010,Portugal,WTO,0.6536
2000,Ukraine,IBRD,0.6932
2000,Ukraine,UNSC,6.6667
2000,Ukraine,IMF,0.6526
2000,Ukraine,UNGA,0.5291
2000,Ukraine,IFC,0.3814
2005,Ukraine,IFC,0.405
2005,Ukraine,UNGA,0.5236
2005,Ukraine,IMF,0.6422
2005,Ukraine,IBRD,0.6893
2010,Ukraine,ECOSOC,1.8519
2010,Ukraine,IBRD,0.6882
2010,Ukraine,UNGA,0.5208
2010,Ukraine,IMF,0.6308
2010,Ukraine,WTO,0.6536
2010,Ukraine,IFC,0.404
2015,Ukraine,WTO,0.625
2015,Ukraine,IFC,0.40407
2015,Ukraine,IMF,0.5736
2015,Ukraine,IBRD,0.5242
2015,Ukraine,UNGA,0.5181
2016,Ukraine,UNSC,6.6667
2016,Ukraine,UNGA,0.5181
2010,Portugal,ADB,0.402
2014,Portugal,AFDB,0.249
2015,Portugal,ECOSOC,1.8519
2015,Portugal,WTO,0.625
2015,Portugal,AFDB,0.25
2015,Portugal,IFC,0.33654
2015,Portugal,IMF,0.4378
2015,Portugal,IBRD,0.2756
2015,Portugal,UNGA,0.5181
2015,Portugal,ADB,0.389
2015,Portugal,IADB,0.055
2016,Ukraine,IFC,0.40407
2016,Ukraine,IBRD,0.5
2016,Ukraine,WTO,0.6173
2016,Ukraine,IMF,0.432
2017,Ukraine,IMF,0.429
2017,Ukraine,IBRD,0.4944
2017,Ukraine,IFC,0.40407
2017,Ukraine,UNSC,6.6667
2017,Ukraine,UNGA,0.5181
2017,Ukraine,WTO,0.6098
2018,Ukraine,WTO,0.6098
2018,Ukraine,UNGA,0.5181
2018,Ukraine,IMF,0.429
2018,Ukraine,IFC,0.4041
2018,Ukraine,IBRD,0.6063
2019,Ukraine,UNGA,0.5181
2019,Ukraine,IBRD,0.5955
2019,Ukraine,IMF,0.42895
2019,Ukraine,IFC,0.4012
2019,Ukraine,WTO,0.6098
2019,Ukraine,ECOSOC,1.85185
2020,Ukraine,UNGA,0.5181
2016,Portugal,ECOSOC,1.8519
2016,Portugal,UNGA,0.5181
2016,Portugal,IADB,0.055
2016,Portugal,ADB,0.389
2016,Portugal,IFC,0.33654
2016,Portugal,IBRD,0.27
2016,Portugal,AFDB,0.2477
2016,Portugal,WTO,0.6173
2016,Portugal,IMF,0.442
2017,Portugal,IMF,0.4386
2017,Portugal,AFDB,0.2477
2020,Ukraine,ECOSOC,1.85185
2020,Ukraine,WTO,0.60976
2020,Ukraine,IBRD,0.57967
2020,Ukraine,IFC,0.40386
2020,Ukraine,IMF,0.42874
2021,Ukraine,IMF,0.42812
2021,Ukraine,IFC,0.37996
2021,Ukraine,IBRD,0.55967
2021,Ukraine,WTO,0.60976
2021,Ukraine,UNGA,0.51813
2021,Ukraine,ECOSOC,1.85185
2017,Portugal,IFC,0.33654
2017,Portugal,IBRD,0.2805
2017,Portugal,ADB,0.389
2017,Portugal,WTO,0.6098
2017,Portugal,IADB,0.055
2017,Portugal,UNGA,0.5181
2017,Portugal,ECOSOC,1.85185185185185
2018,Portugal,UNGA,0.5181
2018,Portugal,IADB,0.055
2018,Portugal,ADB,0.5701
2018,Portugal,WTO,0.6098
2000,North Macedonia,IBRD,0.0421
2000,North Macedonia,IFC,0.0239
2000,North Macedonia,IMF,0.0439
2000,North Macedonia,UNGA,0.5291
2005,North Macedonia,UNGA,0.5236
2005,North Macedonia,IMF,0.0432
2005,North Macedonia,IFC,0.0326
2005,North Macedonia,WTO,0.6711
2005,North Macedonia,IBRD,0.0418
2010,North Macedonia,IBRD,0.0418
2010,North Macedonia,IFC,0.0326
2010,North Macedonia,WTO,0.6536
2010,North Macedonia,IMF,0.0424
2010,North Macedonia,UNGA,0.5208
2015,North Macedonia,UNGA,0.5181
2015,North Macedonia,IBRD,0.0488
2015,North Macedonia,IFC,0.04991
2015,North Macedonia,IMF,0.0566
2015,North Macedonia,WTO,0.625
2016,North Macedonia,WTO,0.6173
2016,North Macedonia,IMF,0.057
2018,Portugal,AFDB,0.2498
2018,Portugal,IMF,0.4386
2018,Portugal,IFC,0.3365
2018,Portugal,IBRD,0.3409
2019,Portugal,IBRD,0.3351
2019,Portugal,IMF,0.43855
2019,Portugal,IFC,0.3341
2019,Portugal,AFDB,0.25069
2019,Portugal,WTO,0.6098
2019,Portugal,ADB,0.56572
2019,Portugal,IADB,0.055
2016,North Macedonia,IFC,0.04991
2016,North Macedonia,IBRD,0.05
2016,North Macedonia,UNGA,0.5181
2017,North Macedonia,UNGA,0.5181
2017,North Macedonia,IBRD,0.0475
2017,North Macedonia,IFC,0.04991
2017,North Macedonia,IMF,0.057
2017,North Macedonia,WTO,0.6098
2018,North Macedonia,WTO,0.6098
2018,North Macedonia,IFC,0.0499
2019,Portugal,UNGA,0.5181
2020,Portugal,ADB,0.566
2020,Portugal,WTO,0.60976
2020,Portugal,UNGA,0.5181
2020,Portugal,IBRD,0.32651
2020,Portugal,IFC,0.33633
2020,Portugal,IMF,0.43833
2021,Portugal,IMF,0.4377
2021,Portugal,IFC,0.31675
2021,Portugal,IBRD,0.31571
2021,Portugal,UNGA,0.51813
2018,North Macedonia,IBRD,0.0518
2018,North Macedonia,IMF,0.057
2018,North Macedonia,UNGA,0.5181
2019,North Macedonia,IBRD,0.0514
2019,North Macedonia,IMF,0.057
2019,North Macedonia,IFC,0.0494
2019,North Macedonia,WTO,0.6098
2019,North Macedonia,UNGA,0.5181
2020,North Macedonia,WTO,0.60976
2020,North Macedonia,IFC,0.04972
2021,Portugal,ECOSOC,1.85185
2021,Portugal,WTO,0.60976
2000,Romania,UNGA,0.5291
2000,Romania,IMF,0.4929
2000,Romania,IFC,0.1212
2000,Romania,WTO,0.7143
2000,Romania,IBRD,0.2647
2005,Romania,UNSC,6.6667
2005,Romania,IBRD,0.2632
2005,Romania,IFC,0.1209
2005,Romania,WTO,0.6711
2005,Romania,UNGA,0.5236
2005,Romania,IMF,0.4851
2010,Romania,IBRD,0.2628
2010,Romania,UNGA,0.5208
2010,Romania,IFC,0.1205
2010,Romania,IMF,0.4765
2010,Romania,WTO,0.6536
2015,Romania,IFC,0.18763
2015,Romania,IMF,0.438
2015,Romania,WTO,0.625
2015,Romania,IBRD,0.2737
2015,Romania,UNGA,0.5181
2016,Romania,IFC,0.18763
2016,Romania,IBRD,0.33
2016,Romania,WTO,0.6173
2016,Romania,IMF,0.392
2016,Romania,UNGA,0.5181
2017,Romania,UNGA,0.5181
2017,Romania,WTO,0.6098
2017,Romania,ECOSOC,1.85185185185185
2017,Romania,IMF,0.3892
2017,Romania,IFC,0.18763
2017,Romania,IBRD,0.3203
2018,Romania,IMF,0.3891
2018,Romania,IFC,0.1876
2018,Romania,IBRD,0.3141
2018,Romania,ECOSOC,1.8519
2018,Romania,WTO,0.6098
2018,Romania,UNGA,0.5181
2019,Romania,UNGA,0.5181
2019,Romania,WTO,0.6098
2019,Romania,ECOSOC,1.85185
2019,Romania,IBRD,0.3088
2019,Romania,IMF,0.38912
2019,Romania,IFC,0.1862
2020,Romania,IBRD,0.30099
2020,Romania,IFC,0.18743
2020,Romania,IMF,0.38893
2020,Romania,UNGA,0.5181
2020,Romania,WTO,0.60976
2021,Romania,WTO,0.60976
2021,Romania,UNGA,0.51813
2021,Romania,IMF,0.38836
2020,Belarus,IMF,0.16449
2020,Belarus,IBRD,0.20256
2021,Belarus,IBRD,0.20271
2021,Belarus,UNGA,0.51813
2021,Belarus,IMF,0.16417
2021,Belarus,IFC,0.22174
2000,Bosnia and Herzegovina,UNGA,0.5291
2000,Bosnia and Herzegovina,IMF,0.0907
2000,Bosnia and Herzegovina,IFC,0.0362
2000,Bosnia and Herzegovina,IBRD,0.0496
2005,Bosnia and Herzegovina,IBRD,0.0494
2005,Bosnia and Herzegovina,IFC,0.0361
2005,Bosnia and Herzegovina,IMF,0.0892
2005,Bosnia and Herzegovina,UNGA,0.5236
2010,Bosnia and Herzegovina,IFC,0.036
2010,Bosnia and Herzegovina,IMF,0.0877
2010,Bosnia and Herzegovina,IBRD,0.0493
2010,Bosnia and Herzegovina,UNSC,6.6667
2010,Bosnia and Herzegovina,UNGA,0.5208
2015,Bosnia and Herzegovina,IFC,0.053
2015,Bosnia and Herzegovina,IMF,0.0964
2015,Bosnia and Herzegovina,IBRD,0.0543
2015,Bosnia and Herzegovina,UNGA,0.5181
2016,Bosnia and Herzegovina,IFC,0.053
2016,Bosnia and Herzegovina,IMF,0.063
2016,Bosnia and Herzegovina,UNGA,0.5181
2016,Bosnia and Herzegovina,IBRD,0.05
2017,Bosnia and Herzegovina,UNGA,0.5181
2017,Bosnia and Herzegovina,IMF,0.0818
2017,Bosnia and Herzegovina,IFC,0.053
2021,Uzbekistan,IMF,0.13832
2021,Uzbekistan,IFC,0.16342
2021,Uzbekistan,UNGA,0.51813
2000,Estonia,IFC,0.0701
2000,Estonia,UNGA,0.5291
2000,Estonia,IMF,0.0421
2000,Estonia,WTO,0.7143
2000,Estonia,IBRD,0.0729
2005,Estonia,IMF,0.0415
2005,Estonia,WTO,0.6711
2005,Estonia,IBRD,0.0725
2021,Romania,IFC,0.19768
2021,Romania,IBRD,0.31674
2000,Albania,WTO,0.7143
2000,Albania,IBRD,0.0671
2000,Albania,IFC,0.0646
2000,Albania,IMF,0.0344
2000,Albania,UNGA,0.5291
2005,Albania,IBRD,0.0667
2005,Albania,IMF,0.0339
2005,Albania,UNGA,0.5236
2020,North Macedonia,IMF,0.05699
2020,North Macedonia,IBRD,0.05171
2020,North Macedonia,UNGA,0.5181
2021,North Macedonia,UNGA,0.51813
2021,North Macedonia,IMF,0.05679
2021,North Macedonia,IBRD,0.05185
2021,North Macedonia,IFC,0.05124
2021,North Macedonia,WTO,0.60976
2021,Kosovo,IMF,0.04534
2017,Bosnia and Herzegovina,IBRD,0.057
2018,Bosnia and Herzegovina,IFC,0.053
2018,Bosnia and Herzegovina,UNGA,0.5181
2018,Bosnia and Herzegovina,IMF,0.0818
2018,Bosnia and Herzegovina,IBRD,0.0637
2019,Bosnia and Herzegovina,IBRD,0.063
2019,Bosnia and Herzegovina,IMF,0.08182
2019,Bosnia and Herzegovina,UNGA,0.5181
2019,Bosnia and Herzegovina,IFC,0.0525
2020,Bosnia and Herzegovina,IFC,0.05281
2021,Kosovo,IBRD,0.08349
2000,Kyrgyzstan,ADB,0.583
2000,Kyrgyzstan,WTO,0.7143
2000,Kyrgyzstan,IBRD,0.0843
2000,Kyrgyzstan,UNGA,0.5291
2000,Kyrgyzstan,IFC,0.0821
2000,Kyrgyzstan,IMF,0.0532
2005,Kyrgyzstan,ADB,0.554
2005,Kyrgyzstan,WTO,0.6711
2005,Kyrgyzstan,IMF,0.0523
2005,Estonia,UNGA,0.5236
2005,Estonia,IFC,0.0699
2010,Estonia,ECOSOC,1.8519
2010,Estonia,WTO,0.6536
2010,Estonia,IMF,0.0407
2010,Estonia,IFC,0.0697
2010,Estonia,UNGA,0.5208
2010,Estonia,IBRD,0.0724
2015,Estonia,IBRD,0.0781
2015,Estonia,IMF,0.0665
2015,Estonia,WTO,0.625
2005,Kyrgyzstan,IFC,0.0818
2005,Kyrgyzstan,UNGA,0.5236
2005,Kyrgyzstan,IBRD,0.0838
2010,Kyrgyzstan,IBRD,0.0837
2010,Kyrgyzstan,UNGA,0.5208
2010,Kyrgyzstan,IFC,0.0816
2010,Kyrgyzstan,IMF,0.0514
2010,Kyrgyzstan,ADB,0.57
2010,Kyrgyzstan,WTO,0.6536
2015,Kyrgyzstan,WTO,0.625
2015,Kyrgyzstan,IMF,0.0645
2020,Bosnia and Herzegovina,UNGA,0.5181
2020,Bosnia and Herzegovina,IMF,0.0818
2020,Bosnia and Herzegovina,IBRD,0.06207
2021,Bosnia and Herzegovina,IFC,0.05675
2021,Bosnia and Herzegovina,UNGA,0.51813
2021,Bosnia and Herzegovina,IBRD,0.06317
2021,Bosnia and Herzegovina,IMF,0.08157
2000,Bulgaria,IBRD,0.3395
2000,Bulgaria,WTO,0.7143
2000,Bulgaria,UNGA,0.5291
2015,Estonia,IFC,0.08296
2015,Estonia,UNGA,0.5181
2015,Estonia,ECOSOC,1.8519
2016,Estonia,ECOSOC,1.8519
2016,Estonia,UNGA,0.5181
2016,Estonia,IBRD,0.08
